ASV,BPS_high_wk22_inoculum_d0_A,BPS_high_wk22_inoculum_d0_B,BPS_high_wk22_inoculum_d0_C,BPS_high_wk22_inoculum_d0_D,BPS_high_wk22_inoculum_d0_E,BPS_high_wk22_inoculum_d0_F,BPS_high_wk22_inoculum_d0_G,BPS_high_wk22_control_d2_A,BPS_high_wk22_control_d2_B,BPS_high_wk22_control_d2_C,BPS_high_wk22_control_d2_D,BPS_high_wk22_control_d2_E,BPS_high_wk22_control_d2_F,BPS_high_wk22_control_d2_G,BPS_high_wk22_bps_d2_A,BPS_high_wk22_bps_d2_B,BPS_high_wk22_bps_d2_C,BPS_high_wk22_bps_d2_D,BPS_high_wk22_bps_d2_E,BPS_high_wk22_bps_d2_F,BPS_high_wk22_bps_d2_G,BPS_high_wk22_control_d7_A,BPS_high_wk22_control_d7_B,BPS_high_wk22_control_d7_C,BPS_high_wk22_control_d7_D,BPS_high_wk22_control_d7_E,BPS_high_wk22_control_d7_F,BPS_high_wk22_control_d7_G,BPS_high_wk22_bps_d7_A,BPS_high_wk22_bps_d7_B,BPS_high_wk22_bps_d7_C,BPS_high_wk22_bps_d7_D,BPS_high_wk22_bps_d7_E,BPS_high_wk22_bps_d7_F,BPS_high_wk22_bps_d7_G,DINP_high_wk22_inoculum_d0_A,DINP_high_wk22_inoculum_d0_B,DINP_high_wk22_inoculum_d0_C,DINP_high_wk22_inoculum_d0_D,DINP_high_wk22_inoculum_d0_E,DINP_high_wk22_inoculum_d0_F,DINP_high_wk22_inoculum_d0_G,DINP_high_wk22_control_d2_A,DINP_high_wk22_control_d2_B,DINP_high_wk22_control_d2_C,DINP_high_wk22_control_d2_D,DINP_high_wk22_control_d2_E,DINP_high_wk22_control_d2_F,DINP_high_wk22_control_d2_G,DINP_high_wk22_dinp_d2_A,DINP_high_wk22_dinp_d2_B,DINP_high_wk22_dinp_d2_C,DINP_high_wk22_dinp_d2_D,DINP_high_wk22_dinp_d2_E,DINP_high_wk22_dinp_d2_F,DINP_high_wk22_dinp_d2_G,DINP_high_wk22_control_d7_A,DINP_high_wk22_control_d7_B,DINP_high_wk22_control_d7_C,DINP_high_wk22_control_d7_D,DINP_high_wk22_control_d7_E,DINP_high_wk22_control_d7_F,DINP_high_wk22_control_d7_G,DINP_high_wk22_dinp_d7_A,DINP_high_wk22_dinp_d7_B,DINP_high_wk22_dinp_d7_C,DINP_high_wk22_dinp_d7_D,DINP_high_wk22_dinp_d7_E,DINP_high_wk22_dinp_d7_F,DINP_high_wk22_dinp_d7_G,DINP_high_wk40_inoculum_d0_A,DINP_high_wk40_inoculum_d0_B,DINP_high_wk40_inoculum_d0_C,DINP_high_wk40_inoculum_d0_D,DINP_high_wk40_inoculum_d0_E,DINP_high_wk40_inoculum_d0_F,DINP_high_wk40_inoculum_d0_G,DINP_high_wk40_control_d2_A,DINP_high_wk40_control_d2_B,DINP_high_wk40_control_d2_C,DINP_high_wk40_control_d2_D,DINP_high_wk40_control_d2_E,DINP_high_wk40_control_d2_F,DINP_high_wk40_control_d2_G,DINP_high_wk40_dinp_d2_A,DINP_high_wk40_dinp_d2_B,DINP_high_wk40_dinp_d2_C,DINP_high_wk40_dinp_d2_D,DINP_high_wk40_dinp_d2_E,DINP_high_wk40_dinp_d2_F,DINP_high_wk40_dinp_d2_G,DINP_high_wk40_control_d7_A,DINP_high_wk40_control_d7_B,DINP_high_wk40_control_d7_C,DINP_high_wk40_control_d7_D,DINP_high_wk40_control_d7_E,DINP_high_wk40_control_d7_F,DINP_high_wk40_control_d7_G,DINP_high_wk40_dinp_d7_A,DINP_high_wk40_dinp_d7_B,DINP_high_wk40_dinp_d7_C,DINP_high_wk40_dinp_d7_D,DINP_high_wk40_dinp_d7_E,DINP_high_wk40_dinp_d7_F,DINP_high_wk40_dinp_d7_G
ASV053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.93e-06,0,0,0,1.26e-05,1.28e-05,1.03e-05,0,0,0,0,1.04e-05,1.21e-05,0,0,0,0,0
ASV054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121741,0,0,0,0,0,0,0.007217675,0,0,0,0,0,0,0.019620077,0,0,0,0,0,0,0.0010523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV055,0.000447373,0.000386712,0.001767915,0.001050993,0.000464234,0.000439347,0.002299075,0.0007475,0.000425811,0.000611383,0.0008172,0.000447754,0.000737473,0.000695965,0.000926955,0.000392817,0.000573298,0.001117786,0.000335518,0.000350441,0.000720548,0.000291297,0.00015293,0.000689101,0.000463886,6.42e-05,0.00041945,0.000463722,0.000188955,0.00018493,0.000739189,0.000337423,6.88e-05,0.000434783,0.00092739,0.000499965,0.00032386,0.000569659,0.000778843,0.001416188,0.000172512,0.001008868,0.001592393,0.000290448,0.000472319,0.000479608,0.000669631,0.000124863,0.000487957,0.001075887,0.000299395,0.000262125,0.000395904,0.000420289,0.000133952,0.000390672,0.000330997,0.000321535,0.000498442,0.000128278,0.000362903,7.55e-05,0.000362254,0.000193892,0.000150875,0.000450829,0.000538619,0.000251306,0.000255038,0.00018396,0.000126912,0.000108593,0.000645978,5.19e-05,0,4.05e-05,0,2.17e-05,0.000135781,0.000300105,0.000148507,2.62e-05,0.000109458,4.05e-05,0.000106653,0.000383142,0.000308225,0.000174408,4.85e-05,0.000105348,0,2.52e-05,0,9.28e-05,0,0,6.44e-05,4.08e-05,0,0.000167452,6.11e-05,0,2.23e-05,0,7.55e-05
ASV056,9.89e-05,0.000196748,0.000797969,0.000357785,0.000287046,0.000839054,0.000755122,0.000141296,0.000182071,0.00101434,0.000260556,0.000172529,0.000431829,0.000463977,0.000165416,0.000177153,0.001035911,0.000366253,0.000188361,0.000437109,0.000403658,0.000192593,0.000105661,0.000506212,0,0,0,0,0.000127606,8.56e-05,0.000681726,0,0,6.15e-06,0,0.000252297,0.00016929,0.000381446,0.000810311,0.000633558,0.000614313,0.001093167,8e-05,0.000107339,0.00041023,0.000499228,0.000296991,0.000831674,0.000477575,3.47e-05,0.000104487,0.000438955,0.000375458,0.000299102,0.000577834,0.000524965,0.000111738,3.77e-05,0.000426666,0,0,0,1.3e-05,7.46e-05,3.14e-05,0.00040197,0,3.33e-05,0,5.29e-05,6.77e-05,0.000209239,0.00138718,0.001871992,3.85e-05,0.00014389,0.000235088,3.91e-05,0.000275333,0.001460511,0.001059801,0.000116609,0.000114018,0.000112109,8.27e-05,0.000187116,0.001264783,0.001120436,6.91e-05,0.00014389,0.00014142,6.47e-05,9.38e-05,0.000298862,0.000655803,0,0,0.000168783,4.17e-05,0.000124294,0.000355642,0.000861525,4.72e-05,6.16e-05,0.000150998
ASV057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV058,0,0,0,4.92e-05,0,0,3.71e-05,0,0,0,3.55e-05,0.000119127,0,0.000470333,0,0,0,4.28e-05,0.000244281,0,0.000433838,0,0,0,0,0.000318064,0,0.000365181,0,0,0,0,0.000147735,0,0.000229195,0,0,0,3.67e-05,0,8.42e-06,0,0,0,0,0.000141702,6.44e-05,0,3.89e-05,0,0,0,0.000122675,5.41e-05,0,3.91e-05,0,0,0,0.000307867,2.7e-05,0,0,0,0,0,5.87e-05,1.03e-05,0,2.52e-05,0,0,2.57e-05,0,0,0,0,0.001364428,0.000282876,0.004123443,1.35e-05,0,0,3.11e-05,0.001786433,0.000172265,0.002455168,0,2.05e-05,3.6e-05,0,0.001707516,0.00041137,0.004575687,1.46e-05,0,1.84e-05,0,0.00167261,0.000811363,0.004005882,5.35e-05,0,0,1.14e-05
ASV059,0.00023229,0.000298515,0.001485874,0.000111808,5.67e-05,0.000178381,0.000239347,0.000223338,0.000135085,0.000289017,0.000130278,0.000205392,0.000126184,0.000330504,0.000140448,8.09e-05,0.000278135,0.000114157,0.000200134,0.000162032,0.000305573,8.19e-05,3.89e-05,0.000173092,0.000177281,0.000315146,0.000147531,0.000623127,8.1e-05,0.000104885,0.000331721,0.000108457,0.000119717,0.000133306,0.000475367,0.00023378,0.000166837,0.000750344,0.000136363,0,0.000212485,0,2e-05,4.63e-05,0.000201789,0.000285585,8.97e-05,0.000171686,8.05e-05,1.74e-05,7.84e-05,0.000143545,0.000211892,5.67e-05,7.35e-05,6.84e-05,4.43e-05,0.000148571,0.000163489,0.000393385,6.13e-05,3.5e-05,6.51e-05,3.17e-05,6.66e-05,0.000131029,0.000341303,0.000107703,7.93e-05,0.00010836,0,0.000156267,0.000491561,0.000931358,5.78e-05,6.07e-05,0,0,0.000116922,0.000278097,0.000452272,6.66e-05,0.000114018,4.98e-05,1.33e-05,6.53e-05,0.000278996,0.000430734,3.73e-05,8.22e-05,0,2.52e-05,4.26e-06,0.000368941,0.00023026,5.57e-05,0.000113456,2.45e-05,0,0.00011221,0.000209458,0.000305012,0.000104269,6.16e-05,4.35e-05
ASV060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV061,0.002791782,0.00357539,0.000275162,0,0,0,0,0.001294451,0.0018442,0.000133393,0,0,0,0,0.001370145,0.001736867,0.000178801,0,0,0,0,0.000724631,0.001215097,0.000179624,0,0,0,0,0.000721464,0.000971571,0.000232466,0,7.64e-06,0,0,0.003566882,0.00093723,0.000840686,0,0,0,0,0.000957435,0.000397788,0.000536626,0,0,0,0,0.000530231,0.000454116,0.000278768,0,0,0,0,0.001433619,0.000665245,0.000432648,0,0,0,0,0.000838957,0.000421275,0.000446387,0,0,0,0,0,0.000545612,0.000386043,0,3.21e-05,3.82e-05,7.14e-05,0,0.000296077,0.00017206,0,5.47e-05,0,0,0,0.00032374,0.000172712,0,4.11e-05,4.63e-05,0,0,0.000170516,0.000218479,0,0,1.23e-05,2.72e-05,0,0.000400503,0.00017673,0,2.48e-05,2.82e-05,5.26e-05
ASV062,7.74e-05,5.77e-05,0.001637213,3.58e-05,0.00018782,0,6.07e-05,4.56e-05,2.64e-05,0.000903179,5.13e-05,2.88e-05,0,0.000127117,9.36e-05,1.93e-05,0.000879815,8.56e-05,6.47e-05,0,0.000124493,5.06e-05,0,0.000966701,2.36e-05,6.71e-05,0,0.000156506,4.66e-05,1.66e-05,0.001042178,1.81e-05,0,0,0.000148552,6.48e-05,6.13e-05,0.000539545,7.08e-05,0.00010932,0,0,0,2.74e-05,0.000170745,2.83e-05,1.68e-05,1.11e-05,0,0,4.62e-05,0.000205955,3.53e-05,3.09e-05,0,0,0,3.99e-05,0.000177445,0,2.21e-05,0,3.04e-05,2.8e-05,3.33e-05,0.000146575,0,0,0,1.76e-05,5.36e-05,9.27e-05,0.000113239,0.000320966,2.35e-05,8.32e-05,5.88e-05,0,3.21e-05,2.2e-05,0.000222761,9.52e-06,2.74e-05,0,4.27e-05,4.16e-05,0,0.000251041,0,0,2.76e-05,6.63e-05,0,2.06e-05,9.91e-05,0,1.23e-05,0,5.21e-05,1.73e-05,1.53e-05,5.89e-05,0,0,0
ASV063,0.000744188,0.000708972,0.00064663,0.000371202,0.000350834,0.000231235,0.000771977,0.00024157,0.000334775,0.000222321,0.000240817,0.000291657,0.000257976,0.000495756,0.000630454,0.000338901,0.00019583,0.000318688,0.000332575,0.000565227,0.000607373,0.000178148,0.000147369,0.000146965,0.000130006,0.00022177,0.000118603,0.000223166,0.000147237,0.000154568,0.000261198,0.000183775,8.92e-05,0.000151764,0.000424435,0.001226767,0.000731138,0.001136809,0.001494749,0.000298145,0.000178824,4.35e-05,0.001239916,0.000684026,0.001035555,0.001981653,0.000739676,0.000196213,0.000155731,0.001124089,0.000888139,0.000649071,0.001483247,0.000495065,0.000204869,6.1e-05,0.000402678,0.0003171,0.000225296,0.000788908,0.000110342,4.97e-05,0,0.0002144,0.000321345,0.000204316,0.000831927,0.000153861,6e-05,5.54e-05,0.000482265,0.000299292,0.002612223,0.001196665,0.00088617,0.000625021,0.000677977,2.61e-05,0.000326251,0.001986695,0.000792038,0.000982847,0.000446952,0.00037681,0.000613253,0.000760343,0.002123029,0.000967169,0.000935443,0.000398267,4.83e-05,0.000186217,0.000155596,0.000700781,0.000402226,0,0.000312771,0.000299454,0.000246095,0.000177809,0.000728739,0.000508353,0.000516379,0.00020286,0.000425539
ASV064,0.000899048,0.000725933,0.002696586,0,0,0,0,0.000578857,0.000375888,0.001333926,0,0,0,0,0.001051797,0.000188706,0.001697191,0,0,0,0,0.000984631,0.000144588,0.00161008,0,0,0,0,0.000269935,0.000259453,0.002567572,0,0,0,0,0.000786982,0.000559394,0.001555897,0,0,0,0,0.000537464,0.000391473,0.000705153,0,0,0,0,0.00033742,0.000281311,0.001358472,0,0,0,0,0,0,0.000679875,0,0,0,0,0.000203214,0.000284116,0.000395308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV065,0,9.16e-05,0.000584719,0,0.00021617,0,4.38e-05,6.38e-05,5.29e-05,0.000205647,3.95e-05,0,0,0,0.000115479,0,0.00019583,0,0,0,0,0.000158889,1.95e-05,6.86e-05,0,0,0,0,0,0.000113166,0,0,0,0,0,0,9.57e-05,0.000180685,8.65e-05,9.44e-05,0,9.52e-05,0,0,0.000135265,0,0,0,0,0,3.62e-05,0.000166428,0,0,0,0,0,0,3.39e-05,0,0,0,0,0.000180842,0.000309588,0,0,0,0,0,0,7.15e-05,0.000468399,2.41e-05,3e-05,3.6e-05,4.83e-05,2.17e-05,0,3e-05,0,0,0,0,0,0,2.66e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139639,0,0,0,0
ASV066,0.000176368,0.000288338,0.001761036,0,0,0,0,0.000205107,0.00047867,0.000491885,0,0,0,0,0.000227837,0.000492947,0.000627223,0,0,0,0,4.57e-05,0.000200199,0.000199219,0,0,0,0,0.000213494,0.000132487,0.000146271,0,0,0,0,0.000187487,0.000137395,0.00072023,0,0,0,0,6.25e-05,0.000423044,0.00030601,0,0,0,0,0.000127255,0.000349629,0.000339098,0,0,0,0,0,0,4.98e-05,0,0,0,0,0.000199485,0.000141078,6e-05,0,0,0,0,0,0.000569449,0.000790101,0,0,0,0,5.21e-05,0.001895272,0.001432501,0,0,0,0,0,7.13e-05,0.00176432,0,0,0,0,0.000803258,0.000477445,0.00031329,0,0,0,0,0.000385827,4.66e-05,8.29e-05,0,0,0,0
ASV067,0.000714077,0.000400281,0.007450007,6.26e-05,0.001584067,5.95e-05,0.001486645,0.000191433,6.75e-05,0.001236661,0,0.000234147,0,0.000114405,0.000296501,0.000154046,0.000945091,3.81e-05,0.000326689,4.9e-05,9.43e-05,0.000411667,0.000225224,0.003184235,3.84e-05,0.000274294,0,8.69e-05,0.000309199,0.00020149,0.001958982,0,0.000422829,4.72e-05,7.64e-05,0.000300905,0.000505417,0.004298792,0.004484246,0.000723001,0.000637455,0.000557461,0.00015249,0.000195737,0.000199572,0.000154783,3.92e-05,9.81e-05,0,7.52e-05,0.000271264,0.00011442,8.55e-05,4.13e-05,8.93e-05,1.22e-05,0,0.00030823,0.000313021,0.000153933,0,5.89e-05,3.47e-05,9.88e-05,0.000376209,0.000195433,0.00014932,4.62e-05,0.00014145,2.77e-05,0.000896843,0.001417001,0.006307939,0.000549167,0.000468771,0.00113538,0.001013818,3.91e-05,4.53e-05,0,3.6e-05,0,1.82e-05,2.49e-05,4.27e-05,4.16e-05,0,0,0,3.34e-05,0,0.000104155,1.28e-05,3.3e-05,0,0,6.44e-05,1.63e-05,0.000108449,0.000177809,7.2e-05,0,1.49e-05,6.16e-05,3.43e-05
ASV068,0.000111843,0.000128904,0.00043338,7.6e-05,0.000219714,1.65e-05,0.000144956,0,6.46e-05,0.00014173,5.53e-05,7.39e-05,0.000106555,0.00015254,4.99e-05,4.24e-05,0.00015042,6.66e-05,0.000132441,0.00012435,0.000188625,5.54e-05,5.28e-05,4.9e-05,0,1.75e-05,3.47e-05,4.64e-05,3.93e-05,2.48e-05,2.35e-05,6.03e-05,0,3.08e-05,1.49e-05,5.09e-05,5.64e-05,0.000208289,0.000165209,0.000134165,4.84e-05,8.97e-05,7e-05,7.37e-05,0.000106438,0.000104642,8.41e-05,6.47e-05,4.15e-05,4.24e-05,9.24e-05,0.000214277,5.39e-05,7.48e-05,4.73e-05,0.00010011,4.64e-05,3.1e-05,4.19e-05,6.41e-05,5.64e-05,5.15e-05,4.56e-05,5.59e-05,4.51e-05,2.22e-05,6.93e-05,2.82e-05,3.64e-05,4.28e-05,0.000284846,6.62e-05,0.000339718,0.000168832,4.07e-05,1.12e-05,4.2e-05,0.000191194,0.000233844,0.000340119,3.15e-05,3.81e-05,4.56e-05,9.34e-05,0.000269298,0.000115834,0.000244454,8.46e-05,6.91e-05,3.08e-05,3.79e-05,9e-05,4.26e-05,1.65e-05,5.25e-05,0,5.21e-05,6.81e-05,6.67e-05,4.32e-05,3.71e-05,0.000104346,5.46e-05,3.34e-05,5.03e-05
ASV069,0.00010324,0.000179787,0,0.000219143,0.000134663,0.000323729,0.000397787,0.000419329,0.000593198,0.000561361,0.000655339,0.000242363,0.000389767,0.000645118,0.001198487,0.000423626,0.000456936,0.000532732,0.000229565,0.000346673,0.00039234,0.000137222,0.000122344,0.000107774,8.86e-05,0,8.97e-05,0.000142015,5.15e-05,8.56e-05,8.1e-05,4.22e-05,1.53e-05,8.82e-05,0.000821281,0.000150453,0.000152116,0.00020327,0.000346152,0.000221124,0.000376582,0.000122369,0.00089494,0.001033406,0.001230691,0.000946136,0.000501523,0.000878498,0.000612542,0.000507094,0.000845942,0.001079705,0.0008327,0.000531163,0.000572581,0.000529849,9.7e-05,0.000135266,0.000319003,0.00022021,0.000129958,0.000577927,0.000119305,9.51e-05,4.31e-05,0.0003731,0.000266643,0.000141039,0.000120018,8.32e-05,0,5.03e-05,0,0,0.000132711,0.000148386,0.000138534,0,0.000156525,8e-06,2.48e-05,0.001011404,0.000629381,0.000706907,0,2.67e-05,0,4.23e-05,0.000601223,0.000948133,0.000172464,0,6.61e-05,1.24e-05,0,0,0.000355701,0.000454626,0,0.000174357,3.93e-05,2.41e-05,0.000255707,0.000505866,0.001370418
ASV070,0.000288212,0.000274769,0.003597741,0,0,0,0,0.000191433,8.22e-05,0.001353379,0,0,0,0,0.000190385,0.000103981,0.001776658,0,0,0,0,3.61e-05,6.67e-05,0.000757685,0,0,0,0,1.96e-05,4.42e-05,0.000666054,0,0,0,0,0.000560146,0.000424452,0.001390269,0,0,0,0,0.000162489,0.000119968,0.000580975,0,0,0,0,0.000109902,0.000102478,0.000522169,0,0,0,0,0,0,0.000317009,0,0,0,0,0.000173385,9.6e-05,0.00029537,0,0,0,0,6.49e-05,0.000895227,0.002100073,0,0.000862624,0.000328248,0.000174217,0,1.89e-05,0.000442155,0,0,0,0,2.4e-05,6.24e-05,0.000464994,0,0,0,0,0,2.34e-05,3.09e-05,0,0,0,0,0,2.76e-05,4.58e-05,0,0,0,0
ASV071,2.15e-05,0,0.00035771,8.94e-05,9.57e-05,1.98e-05,2.02e-05,0,0,0,4.74e-05,2.88e-05,3.65e-05,0,0,0,5.11e-05,3.33e-05,0,2.64e-05,0,0,0.001762864,0,0,0,0,0,0,0,0,0,0,0,0,2.08e-05,1.96e-05,0.00010289,2.62e-05,0.000116773,2.31e-05,0.000125089,0,2.74e-05,0,0,1.12e-05,4.46e-06,4.41e-05,0,0,3.74e-05,0,2.58e-05,0,2.93e-05,0,0,0,0,0,0.009567088,0,0,0,0,0,0,0,0,3.95e-05,0,0,0.001660489,0,4.05e-05,3.99e-05,0,0,0,0.00062103,3.33e-05,3.19e-05,5.92e-05,1.07e-05,0,0,0.000742553,1.68e-05,0,0,0,0,0,0.00023026,0,0,0,0,0,0,0.000165884,0,0,0
ASV072,9.46e-05,0.000149257,0.001547785,0.000339896,0.000765455,4.62e-05,0.001398997,0.000214223,0.000158578,0.000714206,0.0006356,0.000439539,0.000176657,0.001280703,0.000202869,0.000111683,0.000502346,0.000637376,0.000568026,0.000241164,0.000829951,7.7e-05,3.89e-05,0.000313525,0.000301378,0.000548588,5.21e-05,0.002344696,5.64e-05,4.42e-05,0.000525007,0.0003796,0.000379527,9.64e-05,0.001848413,0.00023378,0.000144755,0.000544564,0.000810311,0.001003754,0.00020407,0.000625444,8e-05,4.84e-05,0.000235051,0.000401127,0.000198928,0.000167227,0.000290698,5.98e-05,5.22e-05,0.000131062,0.000271371,0.000348092,0.000270532,0.000376022,0,0,0.00015352,0.000491731,0.000411943,5.34e-05,0.00032104,4.85e-05,2.94e-05,0.000166562,0.000383966,0.000351315,7.07e-05,0.00016632,0.000854539,0.000373453,0.001147834,0.000139147,1.5e-05,6.97e-05,5.04e-05,0.000199884,0.000181041,0.000230081,0.000382518,5.47e-05,0,4.05e-05,0.000309293,0.000415813,0.000236483,0.000306534,5.04e-05,4.88e-05,8.62e-05,0.000102577,0.000108704,7.42e-05,4.37e-05,0,0,0,8.55e-05,8.8e-05,8.51e-05,6.96e-05,0,0,0
ASV073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48e-05,1.17e-05,0,2.03e-05,0,0,0,0,0,0,0,0,4.91e-06,0,0,0,0,0,0,0,0,2.62e-05,0,0,0,0,0,0,3.35e-05,0,0,0,0,0,0,0.000194555,0,0,0,0,0,0,0.000175985,0,0,0,0,0,0,1.48e-05,3.85e-05,9.67e-05,6.93e-05,0,0,0,6.98e-05,0.001132772,0.000419587,0.000498261,0,0,0,9.25e-05,0.001187509,0.000411114,0.000582927,0,0,0,0.000250662,0.001818114,0.000456891,0.001211428,0,0,0,0.000363874,0.001645958,0.00034666,0.000981484
ASV074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015072964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV075,0.000111843,6.45e-05,0.000171976,0,0,0,0,8.2e-05,3.82e-05,0.000377946,0,0,0,0,0.000137327,5.39e-05,0.000397336,0,0,0,0,0,0,0.00016656,0,0,0,0,1.72e-05,0,0.00022463,0,0,0,0,8.8e-05,9.32e-05,0.000170647,0,0,0,0,3.75e-05,4.84e-05,0.000144135,0,0,0,0,1.35e-05,5.83e-05,0.00011858,0,0,0,0,0,0,3.79e-05,0,0,0,0,0,2.16e-05,2.66e-05,0,0,0,0,2.54e-05,0.000180105,0.000187874,0,0,0,0,2.61e-05,6.22e-05,0.000100035,0,0,0,0,4.53e-05,8.91e-05,9.57e-05,0,0,0,0,0,1.49e-05,2.06e-05,0,0,0,0,1.88e-05,3.45e-05,0,0,0,0,0
ASV076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006137155,0.001062174,0,0,0,0,0,0,0,0.000459712,0,0,0.000143593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV077,0,0,0,9.84e-05,0.001236777,2.64e-05,0.001506872,0,0,0,0,0,0,0,0,0,0,0,5.89e-06,2.26e-05,2.26e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401222,0.000362743,0.000155682,0.000130527,0,0,0,1.31e-05,0,0,0,0,0,0,9.29e-06,0,0,0,0,0,0.008553263,1.28e-05,0,0,0,0,0,0,1.6e-05,0,0,0,0,0,0,0.000200372,3.64e-05,0.000110166,0.000102851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV078,0,0,0,0,0,5.29e-05,0,0,0,0,0,0,2.24e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92e-05,0,0,0,0,0,7.64e-06,3.9e-05,0,0,0,0,0,0,2.31e-05,0,0,0,1.11e-05,0,0,0.000136011,0,0,0,0,0,0,2.1e-05,2.69e-05,0,0,0,0,0,9.94e-05,0,0,0,0,0,0.000130782,0.000355767,0.00012348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV079,3.87e-05,3.39e-05,0,0,0,0,2.7e-05,0,0,0,1.58e-05,3.7e-05,0,0,1.87e-05,0,2.27e-05,0,8.83e-06,2.26e-05,0,0,0,3.59e-05,2.66e-05,0,0,3.77e-05,0,0,2.35e-05,1.51e-05,0,0,1.49e-05,0,0,2.26e-05,0,0,0,0,3e-05,0,2e-05,3.49e-05,3.92e-05,8.92e-06,1.3e-05,0,0,3.33e-05,2.04e-05,1.8e-05,0,0,0,0,2.79e-05,0.000153933,0,1.29e-05,0,1.86e-05,0,5.77e-05,0.000178651,4.36e-05,0,0,1.97e-05,7.68e-05,0.000203316,0,0,0,0,2.17e-05,6.6e-05,0.0008563,6.75e-06,0,0,0,5.6e-05,4.46e-05,0.000919359,0,0,0,1.03e-05,8.68e-05,2.13e-05,0.001832336,0,0,0,0,7.72e-05,0.00011221,0.00208367,0,0,0,0
ASV080,0,0,0,9.84e-05,0.000425253,0.000151955,0.000852883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06e-05,0,0,0,0.00068706,0.000248454,5.05e-05,0.000103334,0,0,0,0,5.6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28e-06,1.93e-05,8.09e-05,5.25e-05,0,0,0,0,7.14e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
